step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
316,TRANSFER,2345.75,C98447167,7146.06,4800.31,C21501669,128526.9,130872.65,0,0
316,CASH_OUT,9620.95,C67617561,10210.42,589.47,C75319770,80285.08,89906.03,0,0
316,PAYMENT,1024.48,C63782042,182784.63,181760.15,M37828932,0.0,0.0,0,0
316,CASH_IN,2076.64,C94676162,4441.31,2364.67,M32633927,89679.22,91755.86,0,0
316,CASH_OUT,522.63,C81971316,654.86,132.23,C71272827,94326.8,94849.43,0,0
316,CASH_OUT,519.53,C16789850,1313.37,793.84,C42642810,35850.67,36370.2,0,0
317,CASH_IN,6337.97,C90893133,14337.25,7999.28,C86884584,57731.22,64069.19,0,0
317,CASH_OUT,6138.74,C73837847,6319.13,180.39,C64276605,97777.79,103916.53,0,0
317,CASH_OUT,1416821.95,C20779739,1769130.56,0.0,C28268622,13920.02,0.0,1,0
317,TRANSFER,23554.73,C96924061,45768.34,22213.61,C59805178,191510.05,215064.78,0,0
317,CASH_IN,3506.11,C40173413,6710.12,3204.01,C78778646,70606.63,74112.74,0,0
317,CASH_IN,4427.34,C27690330,5649.02,1221.68,C89715904,29679.79,34107.13,0,0
317,TRANSFER,7372.25,C94322033,9508.11,2135.86,M71694994,134921.88,142294.13,0,0
317,PAYMENT,15.59,C77719420,276610.06,276594.47,C49957816,0.0,0.0,0,0
317,PAYMENT,1079.18,C10744212,305058.73,303979.55,M74819756,0.0,0.0,0,0
317,TRANSFER,7241.04,C49625201,16706.73,9465.69,C96142207,36228.2,43469.24,0,0
317,CASH_IN,2206.01,C45594951,6366.66,4160.65,C33156250,33426.74,35632.75,0,0
317,TRANSFER,1819.73,C61632653,6248.02,4428.29,M50644430,176446.65,178266.38,0,0
317,PAYMENT,2250.21,C92590645,133638.24,131388.03,C20064609,0.0,0.0,0,0
318,CASH_OUT,7200.29,C40354559,9099.59,1899.3,C35254849,82330.75,89531.04,0,0
318,PAYMENT,1282.35,C73560289,148236.94,146954.59,C81729237,0.0,0.0,0,0
318,PAYMENT,398.28,C64807553,417834.15,417435.87,C60502752,0.0,0.0,0,0
318,PAYMENT,219.48,C46632757,390192.14,389972.66,C64395532,0.0,0.0,0,0
318,PAYMENT,196.44,C35529407,422771.08,422574.64,M69849800,0.0,0.0,0,0
318,CASH_IN,1895.42,C71070189,5097.03,3201.61,M11097552,36716.89,38612.31,0,0
318,PAYMENT,343.0,C91202508,355732.7,355389.7,M20746667,0.0,0.0,0,0
318,CASH_OUT,380.93,C55176955,429.21,48.28,C41222178,39929.84,40310.77,0,0
318,DEBIT,16335.44,C90092958,45689.46,29354.02,C67610401,41000.87,57336.31,0,0
318,PAYMENT,907.02,C96274567,230760.36,229853.34,M51512297,0.0,0.0,0,0
318,PAYMENT,1545.44,C64543049,69734.19,68188.75,C30208677,0.0,0.0,0,0
318,TRANSFER,3877.49,C61883769,5943.71,2066.22,C31154777,33428.05,37305.54,0,0
318,PAYMENT,1602.07,C48571356,165392.98,163790.91,C66135102,0.0,0.0,0,0
318,TRANSFER,2476.43,C66765623,2514.0,37.57,C36541600,18702.92,21179.35,0,0
319,CASH_OUT,4212.88,C83989546,11095.27,6882.39,C32277675,18276.82,22489.7,0,0
319,DEBIT,674.85,C24490391,1642.69,967.84,C72464258,24037.05,24711.9,0,0
319,CASH_OUT,5646.88,C75181648,16281.06,10634.18,C46875077,54224.49,59871.37,0,0
319,PAYMENT,1790.28,C57354167,386669.64,384879.36,C58335011,0.0,0.0,0,0
319,TRANSFER,34901.75,C14265799,117231.61,82329.86,C58307308,188651.26,223553.01,0,0
319,PAYMENT,1554.33,C82503409,377022.94,375468.61,C97857309,0.0,0.0,0,0
319,TRANSFER,37807.05,C39436733,79977.2,42170.15,M50546385,1204.11,39011.16,0,0
319,PAYMENT,4922.61,C68812137,232983.28,228060.67,C27919925,0.0,0.0,0,0
319,CASH_IN,1626.18,C72270726,4816.92,3190.74,M48951595,65693.73,67319.91,0,0
319,CASH_OUT,27185.53,C62343121,67829.61,40644.08,M55946354,4361.96,31547.49,0,0
319,PAYMENT,871.12,C81503856,473608.13,472737.01,M66087572,0.0,0.0,0,0
319,TRANSFER,4293.52,C66828640,14866.08,10572.56,C71095611,28096.69,32390.21,0,0
319,PAYMENT,382.94,C84752529,232262.98,231880.04,M92124765,0.0,0.0,0,0
320,PAYMENT,889.4,C96300902,297636.92,296747.52,C71605634,0.0,0.0,0,0
320,PAYMENT,3108.36,C89680504,4292.54,1184.18,M26942307,0.0,0.0,0,0
320,CASH_OUT,495.25,C95199362,1317.34,822.09,C50526484,65364.58,65859.83,0,0
320,CASH_OUT,5351.62,C32218290,8693.8,3342.18,C74992426,71137.65,76489.27,0,0
320,CASH_IN,65.13,C77853916,94.7,29.57,C12921981,64585.97,64651.1,0,0
320,PAYMENT,3952.3,C81216573,261907.68,257955.38,C71113711,0.0,0.0,0,0
320,CASH_IN,6425.31,C23492385,13561.68,7136.37,C35093324,21333.85,27759.16,0,0
320,CASH_OUT,529.71,C60557040,1160.25,630.54,C92924441,27902.85,28432.56,0,0
320,TRANSFER,3261.07,C15350023,11443.09,8182.02,C47241089,18530.06,21791.13,0,0
320,PAYMENT,2503.49,C88458327,361033.28,358529.79,C76591799,0.0,0.0,0,0
320,PAYMENT,958.51,C90092958,488747.3,487788.79,M84870921,0.0,0.0,0,0
320,CASH_IN,1077.94,C14835614,1748.11,670.17,C30144023,53841.98,54919.92,0,0
320,CASH_IN,25875.92,C31810617,65751.35,39875.43,C76960098,77344.61,103220.53,0,0
320,CASH_OUT,982.51,C59684848,1284.59,302.08,C11534878,77468.32,78450.83,0,0
321,PAYMENT,838.76,C38984499,202834.28,201995.52,C62138657,0.0,0.0,0,0
321,PAYMENT,504.08,C50484137,36222.93,35718.85,M60576565,0.0,0.0,0,0
321,CASH_IN,882.43,C96057593,1258.94,376.51,C16078694,88164.87,89047.3,0,0
321,CASH_OUT,52.05,C89036966,78.7,26.65,C39158087,76394.09,76446.14,0,0
321,CASH_OUT,12431.3,C92545028,35265.02,22833.72,M44529507,42067.69,54498.99,0,0
321,PAYMENT,317.82,C76238574,431298.01,430980.19,C16511491,0.0,0.0,0,0
321,CASH_OUT,658168.72,C69096899,590297.09,0.0,C64395532,98972.64,757141.36,1,0
321,CASH_OUT,5874.25,C28575536,11788.21,5913.96,C19263592,54716.25,60590.5,0,0
321,PAYMENT,445.93,C69020451,160323.91,159877.98,M65079923,0.0,0.0,0,0
321,CASH_IN,12889.24,C57130035,36634.76,23745.52,C73013937,79779.36,92668.6,0,0
321,TRANSFER,22564.75,C96926431,50041.32,27476.57,C23973438,28442.05,51006.8,0,0
321,TRANSFER,6727.88,C45935572,15720.02,8992.14,C39161379,89422.37,96150.25,0,0
321,PAYMENT,843.75,C87265240,26960.23,26116.48,C97977738,0.0,0.0,0,0
322,TRANSFER,373.14,C90585882,767.67,394.53,C98329927,73480.19,73853.33,0,0
322,TRANSFER,18343.74,C64277800,28401.92,10058.18,M59440148,165105.74,183449.48,0,0
322,CASH_OUT,5091.44,C46840133,8485.46,3394.02,M75927774,76565.98,81657.42,0,0
322,CASH_IN,140.98,C17901903,280.09,139.11,M95590648,69983.72,70124.7,0,0
322,CASH_OUT,7790.51,C87054398,17140.5,9349.99,M13478029,88948.32,96738.83,0,0
322,TRANSFER,4796.89,C70597444,6237.64,1440.75,C88653825,156002.93,160799.82,0,0
322,PAYMENT,3288.04,C95318289,49187.85,45899.81,C45000508,0.0,0.0,0,0
322,TRANSFER,25356.15,C18163847,86624.82,61268.67,M91214453,141127.76,166483.91,0,0
322,CASH_OUT,5657.24,C93955206,13427.32,7770.08,C39236638,17714.76,23372.0,0,0
322,CASH_OUT,5431.65,C25659979,12177.57,6745.92,M81062902,91937.73,97369.38,0,0
322,TRANSFER,8749.51,C62343121,15785.41,7035.9,C51701149,188158.86,196908.37,0,0
322,CASH_OUT,2389.23,C39735904,6656.25,4267.02,M65079923,66686.14,69075.37,0,0
322,TRANSFER,1307.0,C50181935,4384.72,3077.72,C17531619,180119.46,181426.46,0,0
323,CASH_IN,527.25,C20200074,1541.66,1014.41,C33336132,1057.57,1584.82,0,0
323,CASH_OUT,2715.31,C80651318,6514.77,3799.46,C65208920,5077.39,7792.7,0,0
323,TRANSFER,13756.42,C68496914,49364.51,35608.09,M43322272,186169.78,199926.2,0,0
323,PAYMENT,1361.02,C40137082,174818.21,173457.19,C39835008,0.0,0.0,0,0
323,CASH_OUT,8857.49,C78444607,19277.45,10419.96,C17966873,44015.45,52872.94,0,0
323,PAYMENT,3425.65,C91156554,171212.58,167786.93,C32396311,0.0,0.0,0,0
323,CASH_OUT,1256261.46,C80138498,1067755.07,0.0,C32083803,19126.28,0.0,1,0
323,DEBIT,3370.67,C85957706,3704.48,333.81,C96574622,35386.56,38757.23,0,0
323,TRANSFER,30265.35,C29042093,88730.13,58464.78,C37619925,182777.6,213042.95,0,0
323,DEBIT,3022.49,C10380581,8035.19,5012.7,C61920550,4814.45,7836.94,0,0
323,PAYMENT,759.26,C42255732,478781.53,478022.27,C17467311,0.0,0.0,0,0
323,TRANSFER,4157.05,C82017516,13795.52,9638.47,M23494908,3428.76,7585.81,0,0
323,PAYMENT,2970.6,C19863756,290331.15,287360.55,C69862640,0.0,0.0,0,0
323,PAYMENT,1708.0,C28728463,175408.48,173700.48,C20482769,0.0,0.0,0,0
324,PAYMENT,643.55,C78092370,439386.86,438743.31,M44935501,0.0,0.0,0,0
324,PAYMENT,482.01,C18770247,254228.18,253746.17,M36975128,0.0,0.0,0,0
324,CASH_OUT,10864.78,C70896652,12264.37,1399.59,C52885071,54276.11,65140.89,0,0
324,PAYMENT,944.17,C41383044,455108.93,454164.76,C66779304,0.0,0.0,0,0
324,TRANSFER,24917.3,C49385195,50094.54,25177.24,M48553376,123459.35,148376.65,0,0
324,CASH_OUT,3648.25,C17003454,6268.96,2620.71,M69195194,75996.52,79644.77,0,0
324,CASH_OUT,9448.2,C58884978,20164.01,10715.81,C12621269,14650.79,24098.99,0,0
324,PAYMENT,783.48,C15512205,37189.52,36406.04,C45000508,0.0,0.0,0,0
324,CASH_IN,6791.39,C28566572,19881.85,13090.46,C94651342,56939.45,63730.84,0,0
324,TRANSFER,9151.2,C95618110,20071.79,10920.59,M29163535,86266.16,95417.36,0,0
324,PAYMENT,1112.58,C10704803,412475.41,411362.83,C82968364,0.0,0.0,0,0
324,CASH_OUT,2759.54,C39436733,6717.43,3957.89,M26800072,47750.06,50509.6,0,0
324,CASH_OUT,9924.77,C39476249,14721.13,4796.36,C91716102,47898.2,57822.97,0,0
325,PAYMENT,910.98,C79182797,340748.6,339837.62,C37154689,0.0,0.0,0,0
325,TRANSFER,14056.46,C88714010,41981.54,27925.08,C16796477,114484.92,128541.38,0,0
325,PAYMENT,1543.52,C89920257,291364.48,289820.96,C20770971,0.0,0.0,0,0
325,DEBIT,2757.55,C57912262,7510.95,4753.4,C42122457,2051.12,4808.67,0,0
325,CASH_IN,24977.57,C42255732,47880.82,22903.25,C90268079,75876.28,100853.85,0,0
325,PAYMENT,408.01,C22684373,168418.79,168010.78,M75746104,0.0,0.0,0,0
325,CASH_IN,15939.59,C41227216,21061.94,5122.35,M31198492,34793.88,50733.47,0,0
325,PAYMENT,32.67,C97226012,247628.67,247596.0,M46836194,0.0,0.0,0,0
325,PAYMENT,8296.99,C72372114,129041.73,120744.74,C10466177,0.0,0.0,0,0
325,PAYMENT,1057.38,C29776801,93455.16,92397.78,C36332415,0.0,0.0,0,0
325,CASH_OUT,153.06,C10965138,209.32,56.26,C77215278,6114.83,6267.89,0,0
325,CASH_OUT,1671.91,C46553958,4020.8,2348.89,C22780905,14945.16,16617.07,0,0
325,DEBIT,1716.61,C24208709,2773.06,1056.45,M48553376,85601.15,87317.76,0,0
325,CASH_OUT,5657.66,C82070937,6019.17,361.51,M19023909,3983.38,9641.04,0,0
326,PAYMENT,63.13,C26733967,212033.91,211970.78,C76588957,0.0,0.0,0,0
326,TRANSFER,4196.25,C80610004,4266.98,70.73,M41774192,153096.78,157293.03,0,0
326,CASH_OUT,8106.3,C99078806,16381.81,8275.51,C79631857,24297.57,32403.87,0,0
326,TRANSFER,11292.46,C31130263,14286.75,2994.29,C69516344,79123.83,90416.29,0,0
326,CASH_OUT,8826.89,C73174945,25201.1,16374.21,C58335011,28158.99,36985.88,0,0
326,TRANSFER,3966.4,C73920651,14955.66,10989.26,C87507357,91851.17,95817.57,0,0
326,PAYMENT,1162.43,C46521025,498019.2,496856.77,C23677772,0.0,0.0,0,0
326,TRANSFER,7060.41,C75491202,16616.27,9555.86,C46504617,171584.76,178645.17,0,0
326,PAYMENT,1911.99,C22543044,45687.97,43775.98,M83319550,0.0,0.0,0,0
326,PAYMENT,339.01,C63124147,297611.15,297272.14,C90531692,0.0,0.0,0,0
326,TRANSFER,3201.8,C48163378,3647.74,445.94,C80980044,190697.0,193898.8,0,0
326,CASH_OUT,2371.8,C15957459,6557.1,4185.3,C81057233,79733.95,82105.75,0,0
326,TRANSFER,9344.73,C36040410,19718.61,10373.88,C67418250,104611.49,113956.22,0,0
327,PAYMENT,263.96,C95758349,232047.99,231784.03,C45835371,0.0,0.0,0,0
327,DEBIT,2893.37,C19584466,3036.09,142.72,C16796477,59583.77,62477.14,0,0
327,TRANSFER,535.14,C13356886,680.97,145.83,C80573568,69506.2,70041.34,0,0
327,TRANSFER,9793.8,C85863473,25975.04,16181.24,M81826922,37005.58,46799.38,0,0
327,CASH_OUT,6188.45,C17195288,7413.45,1225.0,C99188862,79526.17,85714.62,0,0
327,PAYMENT,445.98,C38553319,87116.56,86670.58,C45882178,0.0,0.0,0,0
327,CASH_OUT,14753.44,C51746937,37936.3,23182.86,C96255361,52225.4,66978.84,0,0
327,PAYMENT,1042.69,C28468304,361949.12,360906.43,C57501571,0.0,0.0,0,0
327,PAYMENT,102.93,C14180968,283640.61,283537.68,C19768947,0.0,0.0,0,0
327,PAYMENT,242.68,C21432787,386855.67,386612.99,M45899440,0.0,0.0,0,0
327,CASH_OUT,3864.9,C16927215,6735.97,2871.07,C84182331,55023.81,58888.71,0,0
327,PAYMENT,23.93,C81182864,295093.55,295069.62,C26529882,0.0,0.0,0,0
327,CASH_OUT,1019.1,C61053877,2426.0,1406.9,C74817230,47044.52,48063.62,0,0
327,CASH_OUT,2104.31,C70606674,4444.36,2340.05,C71684020,4445.71,6550.02,0,0
328,CASH_OUT,1946.46,C97971488,3268.77,1322.31,C52476240,23633.32,25579.78,0,0
328,PAYMENT,388.38,C53188224,404531.33,404142.95,C30492422,0.0,0.0,0,0
328,PAYMENT,847.98,C96750368,109541.72,108693.74,C72552858,0.0,0.0,0,0
328,CASH_OUT,1581.31,C12059919,2070.17,488.86,C84098828,90861.49,92442.8,0,0
328,PAYMENT,1107.64,C73149551,87844.37,86736.73,C93104469,0.0,0.0,0,0
328,CASH_OUT,16516.72,C42117961,45654.46,29137.74,C69961498,86623.26,103139.98,0,0
328,CASH_OUT,3235.47,C95831286,4129.12,893.65,M69002851,72238.25,75473.72,0,0
328,CASH_OUT,287007.59,C88802305,260280.21,0.0,M94457912,12746.08,299753.67,1,0
328,CASH_IN,8862.31,C78371272,20604.61,11742.3,M77680031,15548.71,24411.02,0,0
328,PAYMENT,416.25,C27084279,140157.31,139741.06,M14064904,0.0,0.0,0,0
328,PAYMENT,1063.04,C53091709,328107.17,327044.13,C25060409,0.0,0.0,0,0
328,CASH_OUT,3548.03,C40354559,9652.45,6104.42,M86541906,74777.26,78325.29,0,0
328,PAYMENT,1938.75,C89978790,487021.17,485082.42,C77406294,0.0,0.0,0,0
329,CASH_OUT,1758.92,C36772387,4258.49,2499.57,C20612653,70110.08,71869.0,0,0
329,CASH_OUT,2830.79,C89034501,6990.84,4160.05,M24428014,12758.07,15588.86,0,0
329,DEBIT,9378.93,C25659979,27736.79,18357.86,M28424464,27699.82,37078.75,0,0
329,TRANSFER,14212.62,C60015814,50556.08,36343.46,C50515702,26986.32,41198.94,0,0
329,DEBIT,3473.09,C61053474,5967.99,2494.9,C32750139,93036.76,96509.85,0,0
329,PAYMENT,2111.6,C83599154,53411.24,51299.64,C72014395,0.0,0.0,0,0
329,PAYMENT,747.84,C46249845,98593.72,97845.88,C50165370,0.0,0.0,0,0
329,DEBIT,6494.43,C29776801,16356.92,9862.49,C25567455,50333.81,56828.24,0,0
329,TRANSFER,3000.95,C26989677,6666.53,3665.58,C53038943,79778.7,82779.65,0,0
329,TRANSFER,4110.65,C39958838,4819.01,708.36,C67665720,143334.22,147444.87,0,0
329,PAYMENT,2049.96,C85957706,467581.56,465531.6,M15028625,0.0,0.0,0,0
329,PAYMENT,918.16,C49910061,230880.23,229962.07,C82553061,0.0,0.0,0,0
329,TRANSFER,48360.3,C42655866,137020.0,88659.7,C74294443,45624.75,93985.05,0,0
329,TRANSFER,1100.35,C50455821,3251.85,2151.5,M43635675,198143.0,199243.35,0,0
330,PAYMENT,1350.16,C19289546,341952.84,340602.68,C12111482,0.0,0.0,0,0
330,CASH_OUT,2762.95,C30261159,3172.02,409.07,C83458776,29853.8,32616.75,0,0
330,TRANSFER,1418713.13,C34194479,1547844.61,129131.48,C25696616,21816.98,1440530.11,1,1
330,PAYMENT,1100.2,C16150444,125474.86,124374.66,C64414096,0.0,0.0,0,0
330,TRANSFER,2043.87,C26706752,3735.62,1691.75,C35319707,124397.66,126441.53,0,0
330,PAYMENT,207.85,C75575808,77116.21,76908.36,M94457912,0.0,0.0,0,0
330,PAYMENT,1421.29,C82394227,434579.91,433158.62,C15910667,0.0,0.0,0,0
330,PAYMENT,444.39,C84377016,211060.18,210615.79,M62780072,0.0,0.0,0,0
330,PAYMENT,4759.26,C47338124,29826.79,25067.53,C18491573,0.0,0.0,0,0
330,DEBIT,1360.04,C40942292,3766.76,2406.72,C87206788,96883.9,98243.94,0,0
330,PAYMENT,363.38,C26989677,484916.81,484553.43,C71533194,0.0,0.0,0,0
330,TRANSFER,337.66,C73900135,1226.06,888.4,C23111164,9075.3,9412.96,0,0
330,CASH_OUT,3752.85,C15134794,4901.01,1148.16,C99188862,57032.79,60785.64,0,0
331,DEBIT,947.98,C90852623,1634.41,686.43,C42981324,6044.46,6992.44,0,0
331,CASH_OUT,7900.15,C83363160,20275.3,12375.15,C78501420,30050.31,37950.46,0,0
331,PAYMENT,772.64,C38119557,482725.54,481952.9,C96557984,0.0,0.0,0,0
331,PAYMENT,450.99,C64549859,343059.19,342608.2,M48626436,0.0,0.0,0,0
331,PAYMENT,1228.69,C51464269,95905.13,94676.44,C62443094,0.0,0.0,0,0
331,TRANSFER,35516.64,C35921441,36426.17,909.53,C71113711,129797.42,165314.06,0,0
331,PAYMENT,5466.83,C53258988,227900.44,222433.61,M88319168,0.0,0.0,0,0
331,PAYMENT,2233.38,C72092888,86133.77,83900.39,C86211608,0.0,0.0,0,0
331,PAYMENT,241.62,C22517517,441267.97,441026.35,C97227356,0.0,0.0,0,0
331,DEBIT,1897.07,C22660194,3018.31,1121.24,M14064904,14685.81,16582.88,0,0
331,CASH_OUT,4228.67,C99913412,5391.09,1162.42,C32409388,82874.86,87103.53,0,0
331,TRANSFER,8317.85,C36757737,25671.21,17353.36,C74154596,54044.46,62362.31,0,0
331,CASH_OUT,509.33,C81286543,1375.34,866.01,M63514837,63623.22,64132.55,0,0
332,CASH_OUT,11357.8,C14963880,22556.42,11198.62,M56630633,98632.87,109990.67,0,0
332,PAYMENT,237.37,C96274567,309614.23,309376.86,C85986307,0.0,0.0,0,0
332,CASH_OUT,2924.88,C34347841,3787.83,862.95,C75043108,24010.21,26935.09,0,0
332,TRANSFER,1867.62,C88393811,2341.82,474.2,C80573568,120556.24,122423.86,0,0
332,TRANSFER,1723.59,C92558242,2762.98,1039.39,C58270683,68428.26,70151.85,0,0
332,TRANSFER,17407.54,C35511941,67838.6,50431.06,C22345163,197875.46,215283.0,0,0
332,PAYMENT,993.16,C88101741,487105.94,486112.78,C23111164,0.0,0.0,0,0
332,CASH_IN,5852.18,C46553958,10131.68,4279.5,C15730602,5760.32,11612.5,0,0
332,CASH_OUT,2729.41,C75007200,4152.75,1423.34,M80372842,20230.69,22960.1,0,0
332,CASH_OUT,256.76,C94743076,380.46,123.7,M26460116,7868.56,8125.32,0,0
332,PAYMENT,350.48,C21318464,424473.07,424122.59,C19768947,0.0,0.0,0,0
332,TRANSFER,22529.77,C98575748,47798.85,25269.08,C50417154,144034.83,166564.6,0,0
332,PAYMENT,1604.67,C71705170,234518.43,232913.76,C26094525,0.0,0.0,0,0
332,CASH_OUT,4461.65,C24524825,9491.85,5030.2,C49620038,26856.3,31317.95,0,0
333,TRANSFER,10426.11,C34391257,28781.06,18354.95,C86086168,179087.98,189514.09,0,0
333,PAYMENT,141.4,C81216573,361429.35,361287.95,C27927298,0.0,0.0,0,0
333,CASH_IN,730.14,C44044361,2068.03,1337.89,C76960098,33550.36,34280.5,0,0
333,PAYMENT,3172.14,C85283645,483593.06,480420.92,C70369365,0.0,0.0,0,0
333,PAYMENT,1586.01,C90010790,283030.2,281444.19,C38428357,0.0,0.0,0,0
333,PAYMENT,755.02,C85017250,197727.68,196972.66,C60147077,0.0,0.0,0,0
333,PAYMENT,640.21,C57354167,298134.32,297494.11,C39158087,0.0,0.0,0,0
333,TRANSFER,15393.43,C69329732,18329.67,2936.24,C23234972,42515.73,57909.16,0,0
333,TRANSFER,34596.04,C10744212,70222.1,35626.06,M24428014,74617.88,109213.92,0,0
333,PAYMENT,1058.95,C35320492,454312.85,453253.9,C22527880,0.0,0.0,0,0
333,CASH_OUT,12690.97,C20598952,36469.95,23778.98,C77631755,91706.5,104397.47,0,0
333,PAYMENT,1288.21,C65682626,45594.1,44305.89,C92767884,0.0,0.0,0,0
333,DEBIT,1434.88,C97477029,3617.1,2182.22,M81555103,59594.45,61029.33,0,0
334,DEBIT,146.14,C32151928,420.87,274.73,C59911470,57571.66,57717.8,0,0
334,CASH_OUT,13573.77,C64277800,18507.13,4933.36,C34156684,85344.86,98918.63,0,0
334,CASH_OUT,2940.43,C35511941,8708.6,5768.17,M91547054,13670.89,16611.32,0,0
334,PAYMENT,3800.73,C24165187,359267.42,355466.69,C70850538,0.0,0.0,0,0
334,TRANSFER,453.11,C67854710,619.68,166.57,C49599276,162913.91,163367.02,0,0
334,CASH_OUT,3337.33,C71586053,7680.3,4342.97,C75694038,58352.12,61689.45,0,0
334,PAYMENT,371.72,C50308572,448835.79,448464.07,C20344164,0.0,0.0,0,0
334,PAYMENT,1291.01,C95318289,408655.85,407364.84,C75478707,0.0,0.0,0,0
334,CASH_OUT,3573.49,C55076693,5781.52,2208.03,C25567455,71839.43,75412.92,0,0
334,CASH_OUT,9916.72,C45264581,14280.29,4363.57,C63458386,77031.99,86948.71,0,0
334,CASH_OUT,114.19,C54058573,269.64,155.45,M52831009,1807.2,1921.39,0,0
334,CASH_OUT,2756.42,C60628276,3428.89,672.47,C70362053,94014.67,96771.09,0,0
334,CASH_OUT,5285.99,C48530827,6788.15,1502.16,C81134297,12024.73,17310.72,0,0
334,TRANSFER,29981.23,C68186525,38290.06,8308.83,C28792245,186573.87,216555.1,0,0
335,PAYMENT,1679.88,C24305904,79896.37,78216.49,C71824078,0.0,0.0,0,0
335,PAYMENT,3888.44,C81503856,484791.58,480903.14,C63811222,0.0,0.0,0,0
335,PAYMENT,159.54,C29806690,448338.06,448178.52,C98369672,0.0,0.0,0,0
335,PAYMENT,711.57,C85543051,453110.09,452398.52,C71873691,0.0,0.0,0,0
335,PAYMENT,1329.65,C81216573,131361.27,130031.62,C23111164,0.0,0.0,0,0
335,TRANSFER,517.28,C94676162,1570.53,1053.25,C18500100,10673.28,11190.56,0,0
335,PAYMENT,2504.52,C98269682,322122.27,319617.75,M52552488,0.0,0.0,0,0
335,CASH_OUT,6502.57,C37415205,17113.05,10610.48,C78915391,2531.51,9034.08,0,0
335,CASH_OUT,1912.37,C98575748,5260.21,3347.84,C71204580,82035.58,83947.95,0,0
335,PAYMENT,487.14,C50962024,223465.37,222978.23,C61407440,0.0,0.0,0,0
335,CASH_OUT,19729.22,C49092160,35524.63,15795.41,M85405783,32391.38,52120.6,0,0
335,TRANSFER,216.97,C38270233,289.53,72.56,M56815569,182294.32,182511.29,0,0
335,PAYMENT,593.09,C64776386,25227.39,24634.3,C30208677,0.0,0.0,0,0
336,CASH_OUT,440.31,C99541016,1158.27,717.96,C32448383,81367.14,81807.45,0,0
336,CASH_IN,2321.31,C86593187,2613.25,291.94,C66791272,92757.16,95078.47,0,0
336,CASH_IN,7632.51,C75793759,17540.69,9908.18,C89717834,65828.53,73461.04,0,0
336,CASH_OUT,249175.02,C40742311,306028.64,0.0,M70672142,12802.36,0.0,1,0
336,CASH_OUT,4977.99,C68496914,14390.01,9412.02,C91224373,11991.51,16969.5,0,0
336,CASH_OUT,5004.01,C93016315,14688.37,9684.36,C92474715,69229.97,74233.98,0,0
336,CASH_OUT,21543.58,C18135295,54421.83,32878.25,C81993070,52908.66,74452.24,0,0
336,CASH_OUT,7551.72,C13358751,22556.3,15004.58,C67418250,90843.31,98395.03,0,0
336,DEBIT,1264.43,C84045292,1765.44,501.01,M16530784,62243.44,63507.87,0,0
336,PAYMENT,999.26,C91321540,78779.0,77779.74,C40358823,0.0,0.0,0,0
336,TRANSFER,21305.86,C84990607,67380.58,46074.72,C30456313,120585.68,141891.54,0,0
336,TRANSFER,10251.47,C30863865,36575.56,26324.09,C96969050,157034.51,167285.98,0,0
336,TRANSFER,567.42,C12735359,2212.42,1645.0,M27976443,71097.53,71664.95,0,0
336,CASH_OUT,8852.56,C59823245,12627.44,3774.88,C26205010,23463.13,32315.69,0,0
337,PAYMENT,1363.33,C19736572,320688.44,319325.11,M28761086,0.0,0.0,0,0
337,CASH_OUT,946.74,C26104026,2270.87,1324.13,C79226031,19010.41,19957.15,0,0
337,PAYMENT,5881.94,C90447099,304746.01,298864.07,C33156250,0.0,0.0,0,0
337,TRANSFER,3196.26,C13356886,7738.29,4542.03,C69791674,139005.06,142201.32,0,0
337,PAYMENT,1662.13,C23769360,416135.13,414473.0,C11699863,0.0,0.0,0,0
337,CASH_OUT,5207.84,C86960402,7568.42,2360.58,C85482164,42682.15,47889.99,0,0
337,PAYMENT,3369.9,C26297533,486052.45,482682.55,C34679818,0.0,0.0,0,0
337,TRANSFER,4611.51,C77172238,5288.78,677.27,C96126771,195248.51,199860.02,0,0
337,TRANSFER,6032.86,C40742311,17021.13,10988.27,C63108878,157794.53,163827.39,0,0
337,DEBIT,13293.79,C72682989,26738.24,13444.45,C82162880,15839.49,29133.28,0,0
337,PAYMENT,3001.94,C98054173,191804.23,188802.29,M29659692,0.0,0.0,0,0
337,CASH_OUT,13404.33,C68800797,17585.7,4181.37,M68810561,9977.67,23382.0,0,0
337,PAYMENT,1300.43,C75679047,476170.8,474870.37,C20043577,0.0,0.0,0,0
338,PAYMENT,2616.71,C20779739,446688.31,444071.6,M48307798,0.0,0.0,0,0
338,PAYMENT,1257.99,C19183277,280989.89,279731.9,C22501261,0.0,0.0,0,0
338,PAYMENT,594.43,C96825515,353631.32,353036.89,M80528349,0.0,0.0,0,0
338,CASH_OUT,9585.33,C16416148,24802.15,15216.82,C64561191,63026.69,72612.02,0,0
338,CASH_OUT,9642.5,C93592219,19943.24,10300.74,C73995913,25827.07,35469.57,0,0
338,PAYMENT,1109.4,C83871890,101751.45,100642.05,C52503832,0.0,0.0,0,0
338,TRANSFER,240.56,C93352876,345.31,104.75,C33188838,195955.93,196196.49,0,0
338,CASH_OUT,5466.52,C98010774,16207.92,10741.4,M28450513,14163.44,19629.96,0,0
