case_id,amount,tx_velocity_1h,origin_balance_drain_ratio,urgency_signal,coercion_pressure_signal,authority_claim_signal,has_obfuscated_url,recipient_age_days,kyc_verified,is_masked_virtual_handle,connected_entities,elevated_risk_mule_hops,cluster_risk_score,story_mismatch_detected,is_fraud
SYN-ADV-02221,1791.01,1,0.08,0,0,0,0,904,1,0,1,0,14.6,0,0
SYN-ADV-02222,202.58,2,0.16,0,0,0,0,560,1,0,1,0,3.3,0,0
SYN-ADV-02223,17.99,2,0.16,0,0,0,0,528,1,0,1,0,8.0,0,0
SYN-ADV-02224,1500.0,1,0.05,1,1,1,0,14,0,1,1,0,22.6,1,1
SYN-ADV-02225,100.0,1,0.12,1,1,1,1,13,0,1,1,0,10.5,1,1
SYN-ADV-02226,278.97,1,0.04,0,0,0,0,859,1,0,2,0,6.0,0,0
SYN-ADV-02227,43.97,2,0.03,0,0,0,0,963,1,0,1,0,13.2,0,0
SYN-ADV-02228,4500.0,2,0.33,1,1,1,0,18,0,1,11,1,93.7,1,1
SYN-ADV-02229,1305.84,3,0.11,0,0,0,0,85,0,0,4,1,67.1,1,1
SYN-ADV-02230,181.98,1,0.07,0,0,0,0,2144,1,0,1,0,5.1,0,0
SYN-ADV-02231,1113.53,2,0.15,0,0,0,0,2111,1,0,2,0,2.6,0,0
SYN-ADV-02232,75770.09,5,0.6,1,0,0,0,71,1,0,3,0,12.2,0,0
SYN-ADV-02233,104.2,2,0.17,0,0,0,0,1546,1,0,2,0,14.0,0,0
SYN-ADV-02234,415.26,1,0.05,0,0,0,0,1992,1,0,2,0,4.9,0,0
SYN-ADV-02235,4838.18,1,0.01,0,0,0,0,881,1,0,2,0,8.8,0,0
SYN-ADV-02236,25.0,1,0.16,1,1,1,1,7,0,1,1,0,12.6,1,1
SYN-ADV-02237,13885.46,5,0.64,1,0,0,0,241,1,0,3,0,27.0,0,0
SYN-ADV-02238,855.4,1,0.02,0,0,0,0,1917,1,0,1,0,13.7,0,0
SYN-ADV-02239,36224.7,1,0.45,0,1,1,0,1725,1,0,3,1,64.5,1,1
SYN-ADV-02240,25.0,1,0.05,1,1,0,1,10,0,1,1,0,11.0,0,1
SYN-ADV-02241,66073.47,4,0.59,1,0,1,0,271,1,0,3,0,11.5,0,0
SYN-ADV-02242,25000.0,8,0.84,0,1,0,0,5,0,1,11,3,90.1,1,1
SYN-ADV-02243,41856.85,2,0.24,1,0,0,0,1228,1,0,4,1,51.4,1,1
SYN-ADV-02244,24911.42,2,0.41,1,0,1,1,720,1,0,5,0,67.2,1,1
SYN-ADV-02245,28956.54,3,0.36,0,0,0,0,227,1,0,6,0,22.8,0,0
SYN-ADV-02246,35164.56,4,0.56,1,0,0,0,251,1,0,2,0,15.1,0,0
SYN-ADV-02247,198.92,2,0.05,0,0,0,0,571,1,0,1,0,2.0,0,0
SYN-ADV-02248,10.0,1,0.18,1,1,1,0,8,0,1,1,0,22.6,1,1
SYN-ADV-02249,631.94,1,0.07,0,0,0,0,1210,1,0,2,0,6.2,0,0
SYN-ADV-02250,1781.84,1,0.04,0,0,0,0,512,1,0,2,0,13.8,0,0
SYN-ADV-02251,761.02,1,0.04,0,0,0,0,1724,1,0,2,0,8.6,0,0
SYN-ADV-02252,10936.91,3,0.36,0,0,0,0,834,1,0,5,0,41.3,0,0
SYN-ADV-02253,1078.32,2,0.04,0,0,0,0,1770,1,0,1,0,4.0,0,0
SYN-ADV-02254,42.44,2,0.15,0,0,0,0,1714,1,0,2,0,7.5,0,0
SYN-ADV-02255,7093.76,3,0.12,0,0,0,0,284,1,0,5,0,32.9,0,0
SYN-ADV-02256,25000.0,5,0.19,1,1,1,1,23,0,1,5,2,74.1,1,1
SYN-ADV-02257,1248.78,1,0.16,0,0,0,0,2011,1,0,2,0,12.7,0,0
SYN-ADV-02258,45260.39,4,0.53,1,0,1,0,133,1,0,3,0,25.1,0,0
SYN-ADV-02259,1500.0,1,0.05,1,1,1,1,5,0,1,1,0,13.4,1,1
SYN-ADV-02260,30.04,1,0.04,0,0,0,0,476,1,0,1,0,14.3,0,0
SYN-ADV-02261,1500.0,1,0.1,1,1,1,0,7,0,1,1,0,28.1,1,1
SYN-ADV-02262,2727.91,2,0.18,0,0,0,0,323,1,0,2,0,8.7,0,0
SYN-ADV-02263,34793.56,4,0.3,0,0,0,0,360,1,0,5,0,39.4,0,0
SYN-ADV-02264,27766.18,3,0.1,0,0,0,0,987,1,0,5,0,39.2,0,0
SYN-ADV-02265,623.86,1,0.1,0,0,0,0,1912,1,0,1,0,14.4,0,0
SYN-ADV-02266,30247.02,3,0.39,0,0,0,0,975,1,0,5,0,28.8,0,0
SYN-ADV-02267,318.99,2,0.09,0,0,0,0,436,1,0,2,0,8.5,0,0
SYN-ADV-02268,18743.87,3,0.2,0,0,0,0,342,1,0,8,0,43.8,0,0
SYN-ADV-02269,30536.29,2,0.35,0,0,0,0,719,1,0,7,0,24.1,0,0
SYN-ADV-02270,10637.52,4,0.49,1,0,1,0,1059,1,0,4,1,48.2,1,1
SYN-ADV-02271,751.11,2,0.13,0,0,0,0,2207,1,0,2,0,9.9,0,0
SYN-ADV-02272,5964.76,2,0.12,0,0,0,0,481,1,0,6,0,37.3,0,0
SYN-ADV-02273,747.3,2,0.21,0,0,0,0,236,1,0,3,0,16.6,1,0
SYN-ADV-02274,118.98,1,0.05,0,0,0,0,933,1,0,1,0,2.4,0,0
SYN-ADV-02275,2173.29,2,0.35,0,0,0,0,11,0,0,6,1,80.6,1,1
SYN-ADV-02276,5181.12,1,0.09,0,0,0,0,303,1,0,1,0,7.9,0,0
SYN-ADV-02277,1582.54,1,0.19,0,0,0,0,529,1,0,2,0,14.0,0,0
SYN-ADV-02278,721.13,1,0.18,0,0,0,0,244,1,0,1,0,5.8,0,0
SYN-ADV-02279,2472.92,1,0.17,0,0,0,1,45,0,1,4,2,68.7,1,1
SYN-ADV-02280,4898.66,1,0.14,0,0,0,0,318,1,0,3,0,18.8,1,0
SYN-ADV-02281,63282.21,4,0.29,1,0,1,0,281,1,0,3,0,14.0,0,0
SYN-ADV-02282,25000.0,2,0.72,1,1,1,0,29,0,1,11,4,82.0,1,1
SYN-ADV-02283,662.38,2,0.17,0,0,0,0,1444,1,0,2,0,14.7,0,0
SYN-ADV-02284,121.78,2,0.13,0,0,0,0,1730,1,0,1,0,7.9,0,0
SYN-ADV-02285,38873.57,4,0.29,1,0,0,0,2433,1,0,3,1,61.4,1,1
SYN-ADV-02286,1939.19,1,0.12,0,0,0,0,879,1,0,1,0,12.0,0,0
SYN-ADV-02287,67130.36,4,0.6,1,1,1,0,62,1,0,2,0,29.8,0,0
SYN-ADV-02288,25.0,1,0.04,0,1,1,1,6,0,1,1,0,32.6,1,1
SYN-ADV-02289,383.21,1,0.03,0,0,0,0,1126,1,0,2,0,5.7,0,0
SYN-ADV-02290,59636.03,2,0.34,1,0,0,0,190,1,0,2,0,23.7,0,0
SYN-ADV-02291,39568.9,3,0.53,1,1,1,1,1800,1,0,3,1,67.4,1,1
SYN-ADV-02292,2463.25,1,0.03,0,0,0,0,1303,1,0,2,0,3.2,0,0
SYN-ADV-02293,4369.8,3,0.33,0,0,0,0,582,1,0,7,0,45.4,0,0
SYN-ADV-02294,118.16,1,0.19,0,0,0,0,682,1,0,1,0,5.2,0,0
SYN-ADV-02295,8937.86,3,0.24,0,0,0,0,782,1,0,7,0,27.8,0,0
SYN-ADV-02296,2147.6,2,0.42,0,1,1,0,1400,1,0,7,0,47.9,1,1
SYN-ADV-02297,4970.44,2,0.13,0,0,0,0,561,1,0,6,0,40.2,0,0
SYN-ADV-02298,1500.0,1,0.17,1,1,1,0,15,0,1,1,0,20.0,1,1
SYN-ADV-02299,7110.68,2,0.37,0,0,0,0,615,1,0,5,0,32.6,0,0
SYN-ADV-02300,241.8,1,0.01,0,0,0,0,848,1,0,2,0,6.1,0,0
SYN-ADV-02301,10.0,1,0.05,1,1,1,0,6,0,1,1,0,10.2,1,1
SYN-ADV-02302,25.0,1,0.03,1,1,1,1,14,0,1,1,0,21.0,0,1
SYN-ADV-02303,16172.6,5,0.49,1,0,1,0,112,1,0,2,0,21.0,0,0
SYN-ADV-02304,340.32,2,0.14,0,0,0,0,648,1,0,1,0,11.6,0,0
SYN-ADV-02305,12331.61,4,0.24,0,0,0,0,222,1,0,8,0,33.8,0,0
SYN-ADV-02306,50966.49,3,0.6,1,0,0,0,265,1,0,3,0,29.2,0,0
SYN-ADV-02307,5887.11,2,0.26,0,0,0,0,45,0,1,9,3,83.1,1,1
SYN-ADV-02308,20368.44,3,0.64,1,0,0,0,114,1,0,2,0,10.4,0,0
SYN-ADV-02309,15026.34,3,0.39,0,0,0,0,208,1,0,2,0,27.3,0,0
SYN-ADV-02310,8109.94,3,0.1,0,0,0,0,288,1,0,9,0,25.1,0,0
SYN-ADV-02311,58095.06,5,0.32,0,0,1,0,255,1,0,3,0,29.4,0,0
SYN-ADV-02312,25.0,1,0.16,1,1,1,0,10,0,1,1,0,10.3,1,1
SYN-ADV-02313,978.46,2,0.08,0,0,0,0,2016,1,0,1,0,3.7,0,0
SYN-ADV-02314,25982.1,4,0.58,1,0,0,0,139,1,0,3,0,24.2,1,0
SYN-ADV-02315,10.0,2,0.65,1,1,1,1,22,0,1,12,1,73.9,1,1
SYN-ADV-02316,579.94,1,0.14,0,0,0,0,1919,1,0,1,0,14.1,0,0
SYN-ADV-02317,4500.0,7,0.13,1,1,0,0,29,0,1,11,2,80.6,1,1
SYN-ADV-02318,844.69,2,0.01,0,0,0,0,1533,1,0,1,0,8.0,0,0
SYN-ADV-02319,3029.47,2,0.08,0,0,0,0,38,0,1,5,2,67.6,1,1
SYN-ADV-02320,135.14,2,0.06,0,0,0,0,581,1,0,2,0,5.9,0,0
SYN-ADV-02321,62233.29,5,0.39,0,0,0,0,145,1,0,3,0,20.3,0,0
SYN-ADV-02322,2602.53,2,0.19,0,0,0,0,329,1,0,2,0,13.2,0,0
SYN-ADV-02323,100.0,1,0.12,1,0,1,0,13,0,1,1,0,11.7,1,1
SYN-ADV-02324,19126.9,3,0.11,0,0,0,0,268,1,0,8,0,37.4,0,0
SYN-ADV-02325,1783.23,1,0.07,0,0,0,0,948,1,0,1,0,13.5,0,0
SYN-ADV-02326,50.0,5,0.33,1,1,1,1,14,0,1,8,4,84.6,1,1
SYN-ADV-02327,251.75,2,0.22,0,0,0,0,425,1,0,3,0,33.9,1,0
SYN-ADV-02328,8317.0,5,0.32,1,0,1,0,51,0,0,2,0,23.1,0,0
SYN-ADV-02329,486.06,2,0.1,0,0,0,0,1297,1,0,1,0,3.2,0,0
SYN-ADV-02330,1794.4,1,0.07,0,0,0,0,265,1,0,1,0,9.6,0,0
SYN-ADV-02331,25000.0,2,0.3,1,1,0,0,26,0,1,9,3,76.7,1,1
SYN-ADV-02332,11588.35,5,0.59,0,0,0,0,257,1,0,2,0,24.9,0,0
SYN-ADV-02333,25000.0,8,0.78,1,1,1,0,19,0,1,5,1,75.3,1,1
SYN-ADV-02334,51149.17,2,0.25,1,0,0,0,242,1,0,2,0,18.0,0,0
SYN-ADV-02335,13467.48,2,0.17,0,0,0,0,433,1,0,8,0,27.5,0,0
SYN-ADV-02336,19048.87,2,0.11,0,0,0,0,674,1,0,8,0,38.6,0,0
SYN-ADV-02337,1500.0,1,0.1,1,0,1,1,12,0,1,1,0,14.6,1,1
SYN-ADV-02338,153.81,2,0.16,0,0,0,0,266,1,0,2,0,8.6,0,0
SYN-ADV-02339,31327.75,4,0.52,1,1,0,0,150,1,0,2,0,16.7,0,0
SYN-ADV-02340,864.37,2,0.2,0,0,0,0,298,1,0,2,0,12.4,0,0
SYN-ADV-02341,465.8,1,0.17,0,0,0,0,1439,1,0,1,0,3.8,0,0
SYN-ADV-02342,4500.0,2,0.3,1,1,1,1,30,0,1,5,4,80.6,1,1
SYN-ADV-02343,1315.66,1,0.17,0,0,1,0,11,0,0,8,3,69.1,0,1
SYN-ADV-02344,11407.37,3,0.45,1,0,1,0,149,1,0,2,0,20.2,0,0
SYN-ADV-02345,1663.73,1,0.11,0,0,0,0,1461,1,0,2,0,4.2,0,0
SYN-ADV-02346,3437.99,1,0.02,0,0,0,0,2393,1,0,1,0,14.6,0,0
SYN-ADV-02347,1773.89,1,0.34,0,0,0,0,86,0,1,6,3,79.0,1,1
SYN-ADV-02348,22446.71,2,0.23,0,0,1,1,78,0,1,6,3,77.2,0,1
SYN-ADV-02349,7654.0,3,0.32,0,0,0,1,41,1,1,9,3,83.9,1,1
SYN-ADV-02350,1304.52,1,0.09,0,0,0,0,2256,1,0,1,0,7.0,0,0
SYN-ADV-02351,164.59,2,0.14,0,0,0,0,666,1,0,2,0,13.5,0,0
SYN-ADV-02352,4345.75,1,0.04,0,0,0,0,363,0,0,2,0,35.4,0,0
SYN-ADV-02353,10.0,3,0.8,1,1,1,1,7,0,1,12,1,76.5,1,1
SYN-ADV-02354,46406.51,2,0.43,1,0,0,0,257,1,0,4,0,29.1,0,0
SYN-ADV-02355,8008.37,3,0.15,0,0,0,0,12,0,1,9,3,87.2,0,1
SYN-ADV-02356,1305.63,3,0.19,0,0,1,1,79,0,0,9,1,81.5,0,1
SYN-ADV-02357,809.48,1,0.04,0,0,0,0,2134,1,0,2,0,7.1,0,0
SYN-ADV-02358,10.0,6,0.2,1,1,1,0,28,0,0,8,3,78.2,1,1
SYN-ADV-02359,685.43,2,0.13,0,0,0,0,953,1,0,2,0,6.3,0,0
SYN-ADV-02360,29192.91,3,0.37,0,0,0,0,263,1,0,6,0,20.3,0,0
SYN-ADV-02361,69840.52,3,0.37,1,0,0,0,54,1,0,2,0,31.1,0,0
SYN-ADV-02362,50.0,6,0.78,1,1,1,0,10,0,1,12,1,74.9,1,1
SYN-ADV-02363,100.0,1,0.04,1,1,1,1,12,0,1,1,0,29.1,1,1
SYN-ADV-02364,36.73,2,0.16,0,0,0,0,1340,1,0,1,0,14.6,0,0
SYN-ADV-02365,29379.74,3,0.35,0,0,0,0,1100,1,0,9,0,35.3,0,0
SYN-ADV-02366,1500.0,1,0.2,1,1,0,1,3,0,1,1,0,35.0,0,1
SYN-ADV-02367,10.0,1,0.08,1,1,1,0,5,0,1,1,0,24.6,1,1
SYN-ADV-02368,2737.11,2,0.19,0,0,0,0,913,1,0,1,0,11.7,0,0
SYN-ADV-02369,19879.62,5,0.32,0,0,1,0,241,1,0,2,0,31.3,0,0
SYN-ADV-02370,37654.51,3,0.61,1,0,0,0,124,1,0,4,0,23.3,0,0
SYN-ADV-02371,22226.9,5,0.6,1,0,0,0,275,1,0,3,0,30.2,0,0
SYN-ADV-02372,10529.42,4,0.15,0,0,0,0,715,1,0,7,0,45.1,0,0
SYN-ADV-02373,12651.65,3,0.49,1,0,0,0,124,0,0,3,0,10.2,1,0
SYN-ADV-02374,14440.85,4,0.57,1,1,0,1,2322,1,0,5,0,64.8,0,1
SYN-ADV-02375,3709.23,1,0.07,0,0,0,0,90,1,0,3,0,20.4,0,0
SYN-ADV-02376,17777.51,2,0.28,0,0,0,0,733,1,0,8,0,38.0,0,0
SYN-ADV-02377,1858.41,2,0.07,0,0,0,0,754,1,0,2,0,13.8,0,0
SYN-ADV-02378,404.86,1,0.02,0,0,0,0,948,1,0,1,0,6.4,0,0
SYN-ADV-02379,26304.91,4,0.6,1,0,1,0,1844,1,0,7,1,72.5,1,1
SYN-ADV-02380,3928.58,1,0.17,0,0,0,0,219,1,1,2,0,14.2,0,0
SYN-ADV-02381,1873.63,1,0.18,0,0,0,1,77,0,1,7,1,82.4,1,1
SYN-ADV-02382,371.69,2,0.17,0,0,0,0,227,1,0,2,0,5.2,0,0
SYN-ADV-02383,2555.61,1,0.18,0,0,0,0,192,1,1,2,0,24.5,0,0
SYN-ADV-02384,665.28,1,0.13,0,0,0,0,283,1,1,3,0,37.8,0,0
SYN-ADV-02385,10.0,1,0.15,1,1,1,0,14,0,1,1,0,25.6,1,1
SYN-ADV-02386,4806.94,2,0.25,0,0,0,0,378,1,0,6,0,32.9,0,0
SYN-ADV-02387,25.0,1,0.16,1,1,1,1,10,0,1,1,0,10.0,1,1
SYN-ADV-02388,40514.52,5,0.6,1,0,1,0,47,1,0,3,0,19.1,1,0
SYN-ADV-02389,924.81,1,0.16,0,0,0,0,339,1,0,2,0,3.2,0,0
SYN-ADV-02390,81881.09,3,0.6,1,1,0,0,143,0,0,2,0,23.3,1,0
SYN-ADV-02391,45710.68,4,0.39,1,0,0,0,209,0,0,3,0,15.7,0,0
SYN-ADV-02392,4278.02,2,0.06,0,0,0,0,679,1,0,2,0,2.6,0,0
SYN-ADV-02393,1055.8,2,0.01,0,0,0,0,1367,1,0,1,0,9.6,0,0
SYN-ADV-02394,69092.75,4,0.38,1,0,0,0,172,1,0,4,0,22.0,1,0
SYN-ADV-02395,6930.69,3,0.49,1,1,0,0,65,1,0,3,0,30.1,0,0
SYN-ADV-02396,80881.57,2,0.51,1,1,0,0,125,1,0,3,0,12.0,0,0
SYN-ADV-02397,4500.0,7,0.55,1,1,1,1,9,0,1,12,3,77.8,1,1
SYN-ADV-02398,1530.66,1,0.15,0,0,0,0,1969,1,0,2,0,2.6,0,0
SYN-ADV-02399,53409.53,5,0.65,1,1,0,0,105,1,0,4,0,12.0,0,0
SYN-ADV-02400,1846.88,2,0.17,0,0,0,0,523,1,0,1,0,4.6,0,0
SYN-ADV-02401,1667.85,1,0.16,0,0,0,0,1750,1,0,1,0,3.3,0,0
SYN-ADV-02402,20490.21,4,0.11,0,0,0,0,346,1,0,8,0,26.7,0,0
SYN-ADV-02403,44.0,1,0.12,0,0,0,0,1851,1,0,1,0,5.8,0,0
SYN-ADV-02404,24721.69,2,0.14,0,0,0,0,501,1,0,6,0,36.8,0,0
SYN-ADV-02405,5560.83,5,0.63,1,0,0,0,74,0,0,4,0,29.6,0,0
SYN-ADV-02406,76632.0,2,0.43,1,0,1,0,218,1,0,4,0,16.0,0,0
SYN-ADV-02407,15093.29,3,0.14,0,0,0,0,597,1,0,6,0,26.9,0,0
SYN-ADV-02408,21227.09,2,0.21,0,0,0,0,1179,1,0,5,0,23.9,0,0
SYN-ADV-02409,3751.34,2,0.02,0,0,0,0,221,1,0,3,0,12.2,0,0
SYN-ADV-02410,1020.6,1,0.07,0,0,0,0,412,1,0,2,0,5.1,0,0
SYN-ADV-02411,265.31,1,0.09,0,0,0,0,234,1,0,2,0,2.6,0,0
SYN-ADV-02412,75967.95,2,0.51,1,0,0,0,106,1,0,2,0,22.9,0,0
SYN-ADV-02413,3828.31,1,0.16,0,0,0,0,1171,1,0,1,0,3.9,0,0
SYN-ADV-02414,27961.49,3,0.22,1,0,0,0,2125,1,0,7,1,70.7,1,1
SYN-ADV-02415,82534.06,2,0.27,1,0,1,0,282,1,0,3,0,30.6,0,0
SYN-ADV-02416,13390.91,2,0.17,1,1,0,0,1374,1,0,4,1,48.7,1,1
SYN-ADV-02417,63.39,2,0.08,0,0,0,0,1635,1,0,1,0,5.7,0,0
SYN-ADV-02418,147.53,2,0.15,0,0,0,0,1830,1,0,2,0,4.0,0,0
SYN-ADV-02419,100.0,1,0.04,1,1,1,1,1,0,1,1,0,15.9,1,1
SYN-ADV-02420,8779.41,2,0.3,0,0,0,0,67,0,1,9,1,82.4,0,1
SYN-ADV-02421,15486.55,4,0.57,1,0,1,0,236,0,0,4,0,10.1,0,0
SYN-ADV-02422,2996.63,1,0.09,0,0,0,0,584,1,0,2,0,7.5,0,0
SYN-ADV-02423,16801.23,2,0.21,0,0,0,0,363,1,0,7,0,28.5,0,0
SYN-ADV-02424,25000.0,4,0.33,1,1,1,1,26,0,1,10,4,84.8,1,1
SYN-ADV-02425,50813.56,2,0.55,0,0,0,0,267,0,0,3,0,28.6,0,0
SYN-ADV-02426,500.0,5,0.76,1,1,1,0,11,0,1,11,1,80.2,1,1
SYN-ADV-02427,34043.5,4,0.31,0,0,0,0,1047,1,0,8,0,42.4,0,0
SYN-ADV-02428,321.94,2,0.12,0,0,1,0,82,0,1,6,2,76.2,1,1
SYN-ADV-02429,7168.83,4,0.28,0,0,0,0,670,1,0,6,0,42.0,0,0
SYN-ADV-02430,1500.0,1,0.06,1,1,0,1,13,0,1,1,0,14.1,1,1
SYN-ADV-02431,4827.92,2,0.16,0,0,0,0,333,1,0,3,0,24.3,1,0
SYN-ADV-02432,2834.78,1,0.05,0,0,0,0,2391,1,0,2,0,10.5,0,0
SYN-ADV-02433,50.0,7,0.24,1,1,0,1,22,0,1,7,3,78.5,1,1
SYN-ADV-02434,10.0,6,0.54,1,1,1,1,29,0,1,9,3,74.8,1,1
SYN-ADV-02435,5569.05,2,0.07,0,0,0,0,484,1,0,1,0,9.2,0,0
SYN-ADV-02436,7856.99,1,0.05,0,0,0,0,41,0,1,7,3,81.7,1,1
SYN-ADV-02437,555.78,2,0.19,0,0,1,0,63,1,1,4,2,74.2,1,1
SYN-ADV-02438,125.53,2,0.01,0,0,0,0,1680,1,0,1,0,5.1,0,0
SYN-ADV-02439,405.81,2,0.13,0,0,0,0,894,1,0,2,0,3.8,0,0
SYN-ADV-02440,33164.79,1,0.44,0,1,1,0,1253,1,0,3,0,71.1,1,1
SYN-ADV-02441,174.67,1,0.09,0,0,0,0,1921,1,0,1,0,6.8,0,0
SYN-ADV-02442,253.98,2,0.17,0,0,0,0,256,1,0,1,0,5.2,0,0
SYN-ADV-02443,4063.28,2,0.17,0,0,0,0,436,1,0,3,0,36.6,0,0
SYN-ADV-02444,1500.0,1,0.06,1,1,1,0,4,0,1,1,0,34.5,1,1
SYN-ADV-02445,2525.15,2,0.21,0,0,0,0,336,1,0,3,0,12.9,0,0
SYN-ADV-02446,504.36,2,0.01,0,0,0,0,1355,1,0,1,0,3.9,0,0
SYN-ADV-02447,30852.78,3,0.16,0,0,0,0,314,1,0,6,0,47.3,0,0
SYN-ADV-02448,4500.0,2,0.2,1,1,1,0,28,0,1,6,3,85.6,1,1
SYN-ADV-02449,411.94,2,0.01,0,0,0,0,499,1,0,1,0,10.9,0,0
SYN-ADV-02450,459.51,1,0.04,0,0,0,0,990,1,0,2,0,14.2,0,0
SYN-ADV-02451,1696.26,1,0.07,0,0,0,0,2088,1,0,2,0,2.8,0,0
SYN-ADV-02452,369.55,1,0.18,0,0,0,0,727,1,0,1,0,7.9,0,0
SYN-ADV-02453,23590.28,2,0.2,0,0,0,0,739,1,0,7,0,21.9,0,0
SYN-ADV-02454,644.3,2,0.14,0,0,0,0,1018,1,0,2,0,9.5,0,0
SYN-ADV-02455,12443.29,4,0.39,0,0,0,0,793,1,0,9,0,47.2,0,0
SYN-ADV-02456,144.54,2,0.01,0,0,0,0,1529,1,0,2,0,10.9,0,0
SYN-ADV-02457,555.21,2,0.05,0,0,0,0,1188,1,0,1,0,13.1,0,0
SYN-ADV-02458,40581.92,3,0.41,1,0,1,0,117,1,0,3,0,18.8,1,0
SYN-ADV-02459,14080.68,3,0.32,0,0,0,0,880,1,0,9,0,31.4,0,0
SYN-ADV-02460,4500.0,7,0.8,0,1,1,1,18,0,0,7,3,82.3,1,1
SYN-ADV-02461,18309.04,4,0.3,0,1,1,1,2099,1,0,3,1,57.4,1,1
SYN-ADV-02462,248.37,1,0.04,0,0,0,0,1251,1,0,2,0,5.4,0,0
SYN-ADV-02463,52098.27,5,0.62,1,0,0,0,148,1,0,4,0,32.0,1,0
SYN-ADV-02464,1018.66,2,0.17,0,0,0,0,371,1,0,1,0,7.9,0,0
SYN-ADV-02465,938.12,2,0.05,0,0,0,0,1421,1,0,2,0,4.0,0,0
SYN-ADV-02466,4500.0,2,0.23,1,1,1,0,20,0,0,9,1,76.7,1,1
SYN-ADV-02467,434.67,2,0.24,0,0,0,0,72,1,0,8,2,68.1,1,1
SYN-ADV-02468,934.93,2,0.03,0,0,0,0,1685,1,0,2,0,9.9,0,0
SYN-ADV-02469,28905.93,2,0.44,1,0,0,0,296,1,0,4,0,31.4,1,0
SYN-ADV-02470,56217.58,3,0.48,1,0,0,0,68,1,0,3,0,10.0,0,0
SYN-ADV-02471,25.0,1,0.13,1,1,1,1,15,0,1,1,0,23.3,0,1
SYN-ADV-02472,100.0,1,0.13,1,1,1,1,4,0,1,1,0,12.4,1,1
SYN-ADV-02473,17812.86,4,0.23,0,0,0,0,551,1,0,9,0,30.2,0,0
SYN-ADV-02474,1173.36,2,0.02,0,0,0,0,1942,1,0,2,0,14.9,0,0
SYN-ADV-02475,25953.12,2,0.1,0,0,0,0,714,1,0,6,0,43.5,0,0
SYN-ADV-02476,3278.66,2,0.18,0,0,0,0,442,0,1,3,0,16.1,0,0
SYN-ADV-02477,2057.47,2,0.06,0,0,0,0,58,0,0,5,2,74.7,1,1
SYN-ADV-02478,1023.23,1,0.03,0,0,0,0,2016,1,0,1,0,11.1,0,0
SYN-ADV-02479,19543.46,3,0.51,1,0,0,0,91,1,0,4,0,13.3,0,0
SYN-ADV-02480,1005.09,2,0.17,0,0,0,0,1479,1,0,2,0,10.1,0,0
SYN-ADV-02481,3260.62,3,0.38,0,0,0,0,421,1,0,6,0,32.9,0,0
SYN-ADV-02482,29938.71,1,0.35,1,1,0,0,1166,1,0,6,0,62.2,1,1
SYN-ADV-02483,27294.58,3,0.19,0,0,0,0,459,1,0,9,0,37.6,0,0
SYN-ADV-02484,611.77,2,0.16,0,0,0,0,2029,1,0,2,0,11.1,0,0
SYN-ADV-02485,35911.18,4,0.37,1,1,1,0,2471,1,0,7,1,65.6,0,1
SYN-ADV-02486,17539.99,2,0.21,0,0,0,0,246,1,0,7,0,33.8,0,0
SYN-ADV-02487,25000.0,4,0.38,0,1,1,1,29,0,1,12,4,76.5,1,1
SYN-ADV-02488,10.0,7,0.46,1,1,1,1,6,1,1,5,3,88.2,1,1
SYN-ADV-02489,678.89,2,0.21,0,0,0,0,431,1,0,2,0,33.2,1,0
SYN-ADV-02490,1273.05,1,0.18,0,0,0,0,1789,1,0,1,0,13.3,0,0
SYN-ADV-02491,26996.93,2,0.37,1,1,1,0,1173,1,0,4,1,66.2,1,1
SYN-ADV-02492,1567.38,2,0.13,0,0,0,0,2060,1,0,1,0,5.2,0,0
SYN-ADV-02493,1221.66,2,0.1,0,0,0,0,2085,1,0,2,0,13.2,0,0
SYN-ADV-02494,1640.59,1,0.2,0,0,0,0,982,1,0,2,0,6.6,0,0
SYN-ADV-02495,1284.02,2,0.09,0,0,0,0,615,1,0,1,0,12.9,0,0
SYN-ADV-02496,504.93,1,0.03,0,0,0,0,1548,1,0,2,0,10.2,0,0
SYN-ADV-02497,317.88,2,0.09,0,0,0,0,334,1,0,2,0,3.7,0,0
SYN-ADV-02498,1545.85,2,0.24,0,0,0,0,76,0,0,6,1,72.2,0,1
SYN-ADV-02499,702.42,1,0.09,0,0,0,0,187,0,0,2,0,31.6,0,0
SYN-ADV-02500,4007.74,1,0.07,0,0,0,0,304,0,1,3,0,33.3,0,0
SYN-ADV-02501,64492.37,5,0.6,1,0,1,0,117,1,0,3,0,27.7,0,0
SYN-ADV-02502,718.92,2,0.06,0,0,0,0,2137,1,0,2,0,2.3,0,0
SYN-ADV-02503,10036.83,3,0.32,0,0,0,0,617,1,0,7,0,42.8,0,0
SYN-ADV-02504,10979.92,2,0.43,1,0,1,1,943,1,0,5,1,59.9,1,1
SYN-ADV-02505,1235.55,1,0.14,0,0,0,0,1156,1,0,1,0,8.6,0,0
SYN-ADV-02506,27655.75,2,0.31,0,0,0,0,319,1,0,9,0,43.2,0,0
SYN-ADV-02507,14469.38,4,0.3,0,0,0,0,837,1,0,6,0,47.9,0,0
SYN-ADV-02508,50.0,4,0.17,1,1,1,1,26,0,1,11,4,72.5,1,1
SYN-ADV-02509,100.0,1,0.16,1,1,1,0,6,0,1,1,0,28.6,1,1
